id,title,budget,release_date,revenue,tagline,rating,director_id
47334,Night of the Living Dead,114000,1968-10-01,30000000,"If it doesn't scare you, you're already dead!",7.5,4991
47335,Lost in Translation,4000000,2003-08-31,119723856,Everyone wants to be found.,7.3,5330
47336,Annie Hall,4000000,1977-04-19,38251425,A nervous romance.,7.8,5457
47337,The Greatest Show on Earth,4000000,1952-01-10,36000000,,6.6,6450
47338,Monster's Ball,4000000,2001-11-11,44909486,A lifetime of change can happen in a single moment.,6.5,4773
47339,Maggie,4000000,2015-05-08,187112,Don't Get Bitten,5.2,6451
47340,Leaving Las Vegas,3600000,1995-10-27,49800000,I Love You... The Way You Are.,7.1,6452
47341,Hansel and Gretel Get Baked,4500000,2013-02-19,0,,4.8,6453
47342,The Front Page,4000000,1974-12-01,0,,6.9,6454
47343,The Boy Next Door,4000000,2015-01-23,52425855,A Moment She Couldn't Resist. An Obsession He Can't Control.,4.1,4810
47344,Trapeze,4000000,1956-05-30,14400000,"High...High...High...Above Them All! - in excitement! - in spectacle! - in fire, flesh and fury!",6.4,6059
47345,The Kids Are All Right,3500000,2010-07-09,34705850,"Nic and Jules had the perfect family, until they met the man who made it all possible.",6.5,6455
47346,They Live,4000000,1988-11-23,13008928,Who are they? And what do they want?,7.1,5227
47347,The Great Escape,4000000,1963-06-20,11744471,Put a fence in front of these men... and they'll climb it!,7.8,6456
47348,What the #$*! Do We (K)now!?,0,2004-04-23,10000000,Time to get wise.,5.8,6457
47349,The Last Exorcism Part II,5000000,2013-02-28,15179302,The second coming,4.4,6458
47350,Boyhood,4000000,2014-06-05,44349000,12 years in the making.,7.5,5535
47351,Scoop,4000000,2006-07-27,31584901,The perfect man. The perfect story. The perfect murder.,6.4,5457
47352,The Wash,7000000,2001-11-16,10229331,"When you're down 'n dirty, it all comes out in...",5.3,6459
47353,3 Strikes,6000000,2000-03-01,9000000,"the few, the proud, the paroled.",5.9,6459
47354,The Cooler,32000000,2003-01-17,0,When your life depends on losing... the last thing you need is lady luck.,6.7,5794
47355,The Misfits,4000000,1961-01-01,8200000,It shouts and sings with life ... explodes with love!,6.8,6430
47356,The Night Listener,0,2006-02-12,0,You never know who's listening.,5.5,6313
47357,The Jerky Boys,0,1995-02-03,0,,4.8,6460
47358,El orfanato,0,2007-08-27,44000000,A tale of love.  A story of horror.,7.1,5332
47359,A Haunted House 2,0,2014-04-17,0,It'll scare the #2 out of you.,5.4,6380
47360,The Rules of Attraction,4000000,2002-10-11,0,We all run on instinct,6.3,6461
47361,Topaz,4000000,1969-12-18,6000000,Hitchcock takes you behind the actual headlines to expose the most explosive spy scandal of the century!,6.1,5686
47362,Let's Go to Prison,4000000,2006-11-17,4630045,Welcome to the slammer,5.5,6108
47363,Four Rooms,4000000,1995-12-09,4300000,"Twelve outrageous guests. Four scandalous requests. And one lone bellhop, in his first day on the job, who's in for the wildest New year's Eve of his life.",6.5,6462
47364,Secretary,4000000,2002-01-11,9304609,Assume the position.,6.7,5803
47365,The Real Cancun,0,2003-04-23,0,,3.3,6463
47366,Talk Radio,4000000,1988-12-21,3468572,The last neighborhood in America.,6.7,4839
47367,Waiting for Guffman,0,1996-01-31,0,There's a good reason some talent remains undiscovered.,7.3,6002
47368,Love Stinks,0,1999-09-10,0,,5.4,6464
47369,You Kill Me,4000000,2007-02-09,2426851,Professional alcoholic hit man gets life back on track thanks to her,6.2,5150
47370,Thumbsucker,0,2005-01-23,1919197,,6.1,6465
47371,Red State,4000000,2011-08-19,1104682,Fear God.,5.9,5369
47372,Mirrormask,4000000,2005-01-25,866999,The Other Side of Reason. The Other Side of Fate. The Other Side of Truth.,6.6,6466
47373,Samsara,4000000,2011-09-16,0,,8.0,6467
47374,The Barbarians,0,1987-03-01,0,Warriors. Conquerors. Heroes.,5.1,6468
47375,The Art of Getting By,0,2011-06-17,1406224,The toughest lesson is love.,6.5,6469
47376,Zipper,0,2015-08-28,0,Why take the risk,5.5,6470
47377,Poolhall Junkies,0,2002-06-07,0,It's your shot. Take it.,6.5,6471
47378,The Loss of Sexual Innocence,4000000,1999-04-29,0,,5.2,6452
47379,Holy Motors,0,2012-07-02,641100,"From dawn to dusk, a few hours in the shadowy life of a mystic man named Monsieur Oscar.",6.9,6472
47380,Joe,4000000,2014-04-11,2365467,,6.5,5231
47381,Shooting Fish,3000000,1997-08-22,302204,Fat cats are too easy. Go for the big fish.,7.0,6473
47382,Prison,1300000,1988-03-04,354704,Horror Has A New Home.,6.7,4958
47383,Psycho Beach Party,1500000,2000-08-06,0,Party till you drop. Dead.,6.0,6474
47384,The Big Tease,0,1999-01-01,0,He saw. He combed. He conquered.,5.8,5540
47385,"Guten Tag, Ramón",4000000,2013-10-18,0,,8.1,6475
47386,Trust,9500000,2010-09-10,120000,"What took her family years to build, a stranger stole in an instant.",6.6,6091
47387,An Everlasting Piece,0,2000-12-22,0,Piece on Earth.,6.0,5037
47388,Among Giants,0,1998-06-24,0,"a love story from the writer of ""The Full Monty"".",4.5,5948
47389,Adore,16000000,2013-04-03,318982,,6.1,5626
47390,The Velocity of Gary,4000000,1999-07-16,0,*(Not His Real Name),4.2,6476
47391,Los lunes al sol,4000000,2002-09-27,146402,This film is not based on a real story. It is based on thousands.,7.1,6477
47392,Stake Land,650000,2010-09-30,33245,The Most Dangerous Thing Is To Be Alive.,6.2,6478
47393,The Last Time I Committed Suicide,0,1997-06-20,0,Life is what happens when you're busy making plans,6.7,5331
47394,Praia do Futuro,0,2014-05-01,0,A hero split in half.,6.4,6479
47395,Another Happy Day,4000000,2011-11-18,355688,"At this wedding, the F-word stands for Family",6.2,6480
47396,A Lonely Place to Die,4000000,2011-04-09,25345000,"Out here, there's nowhere to hide.",6.2,6141
47397,Nothing,0,2003-09-09,0,,5.8,5487
47398,Географ глобус пропил,0,2013-07-26,4037782,,7.3,6481
47399,1776,0,1972-11-09,0,The award winning musical comes to the screen!,7.1,6482
47400,Inescapable,0,2012-09-14,0,You can never escape your past,5.2,6483
47401,Hell's Angels,3950000,1930-11-15,8000000,Howard Hughes' Thrilling Multi-Million Dollar Air Spectacle,6.1,6484
47402,Purple Violets,4000000,2007-04-30,0,A second chance for a first love.,5.7,6485
47403,The Veil,4000000,2016-04-21,0,The dead come back,4.5,5471
47404,The Loved Ones,0,2009-09-13,0,Don't break her heart,6.6,6486
47405,The Helpers,4000000,2012-10-27,0,Can we help you?,4.1,6191
47406,How to Fall in Love,4000000,2012-07-21,0,,5.2,6487
47407,The Perfect Wave,0,2014-02-28,0,,4.4,6488
47408,A Man for All Seasons,3900000,1966-12-12,28350000,...a motion picture for all times!,7.5,6319
47409,Network,3800000,1976-11-01,23689877,Not since the dawn of time has America experienced a man like Howard Beale!,7.7,5615
47410,Gone with the Wind,4000000,1939-12-15,400176459,The greatest romance of all time!,7.7,6489
47411,Desert Dancer,0,2014-07-03,0,Be Brave. Be Bold. Be Free.,6.5,6490
47412,Major Dundee,3800000,1965-04-07,14873,,6.2,6314
47413,Annie Get Your Gun,3768785,1950-05-17,8000000,,7.3,6491
47414,Four Lions,967686,2010-05-07,4270000,We are 4 Lions.,7.0,6492
47415,Casa de Areia,0,2005-05-13,0,,6.7,6493
47416,Defendor,3500000,2009-09-12,44462,An unexpected hero will rise.,6.5,6494
47417,The Pirate,3700000,1948-06-11,2956000,The great MGM musical romance,6.6,6495
47418,The Good Heart,3800000,2009-09-11,0,Everyone needs a refuge from the world.,6.0,6496
47419,The History Boys,4000000,2006-10-02,13401952,History. It's just one bloody thing after another.,6.6,5753
47420,Midnight Cowboy,3600000,1969-05-25,44785053,Whatever you hear about Midnight Cowboy is true.,7.4,5585
47421,The Full Monty,3500000,1997-08-13,257850122,The year's most revealing comedy.,6.8,5888
47422,Airplane!,3500000,1980-07-02,83453539,"What's slower than a speeding bullet, and able to hit tall buildings at a single bound?",7.1,5038
47423,Chain of Command,5000000,2015-08-30,0,"When duty calls, plans change",5.3,6497
47424,Friday,3500000,1995-04-26,28215918,A lot can go down between thursday and saturday...,7.0,5033
47425,Menace II Society,3500000,1993-05-26,27900000,This is the truth. This is what's real.,7.2,5001
47426,Creepshow 2,3500000,1987-05-01,14000000,"When the curtain goes up, the terror begins.",5.9,6498
47427,The Ballad of Cable Hogue,3716946,1970-05-13,5000000,,6.9,6314
47428,In Cold Blood,3500000,1967-12-14,13007551,,7.4,6499
47429,The Nun's Story,3500000,1959-06-18,12800000,Her Faith Remained Strong and True in the Face of Africa's Terrors!,7.4,6319
47430,Harper,3500000,1966-02-23,12000000,Harper takes a case - and the payoff is murder.,6.2,5800
47431,Frenzy,3500000,1972-05-25,12600000,Just an ordinary necktie used with a deadly new twist.,7.1,5686
47432,The Witch,3500000,2016-02-19,40423945,Evil takes many forms.,6.3,6500
47433,I Got the Hook Up,0,1998-05-27,0,A truckload of cell phones... turns into a boatload of cash!,5.4,6501
47434,She's the One,3500000,1996-08-26,9482579,A romantic comedy about two brothers... and the one thing that came between them.,5.7,6485
47435,Gods and Monsters,10000000,1998-01-21,6451628,,6.8,4872
47436,El secreto de sus ojos,2000000,2009-08-13,33965843,,7.8,5645
47437,Train,0,2008-10-16,0,You're in for a hell of a ride.,4.8,6502
47438,Evil Dead II,3600000,1987-03-13,5923044,The Sequel To The Ultimate Experience In Grueling Terror,7.6,4767
47439,Pootie Tang,0,2001-06-29,0,Too cool for words.,5.4,6503
47440,Sharknado,1000000,2013-07-11,0,Enough said!,3.8,6504
47441,La otra conquista,0,1999-04-01,0,The spirit of a people can never be conquered.,5.4,6505
47442,Trolljegeren,3500000,2010-10-29,4159678,You believe it when you see it!,6.7,6506
47443,Ira & Abby,0,2006-01-01,0,"First comes love, then comes marriage, then comes therapy.",5.8,6507
47444,Winter Passing,3500000,2006-02-07,113783,Sometimes you go looking for something you want. . . and find what you need.,6.7,6508
47445,D.E.B.S.,3500000,2004-01-21,0,Evil is so totally busted!,5.6,5206
47446,The Masked Saint,0,2016-01-08,0,,2.9,6509
47447,The Betrayed,3500000,2008-09-27,0,What she doesn't know could kill her.,5.2,6510
47448,Taxman,0,1999-09-16,0,"In life only two things are certain, death and taxes.",2.0,6511
47449,The Secret,0,2016-04-29,0,,0.0,6418
47450,2:13,3500000,2009-04-25,0,Killers Are Not Born ... They Are Made,4.6,6512
47451,"Batman: The Dark Knight Returns, Part 2",3500000,2013-01-18,0,Justice Returns... Vengeance Returns... Redemption Comes to Gotham.,7.9,6513
47452,Time to Choose,3500000,2015-09-04,0,Climate change for good.,0.0,6514
47453,In the Name of the King III,3500000,2013-12-27,0,,3.3,5148
47454,Wicked Blood,3500000,2014-03-04,0,The Ultimate Endgame,5.3,6515
47455,Dawn Patrol,0,2015-06-05,0,Revenge comes at a price.,5.0,6516
47456,Lords of London,3440000,2014-01-06,0,"In this city, crime is a family business.",3.6,6517
47457,High Anxiety,3400000,1977-12-25,31063038,The Master of Comedy takes on The Master of Suspense!,6.5,5629
47458,La Marche de l'empereur,8000000,2005-01-26,127392239,"In the harshest place on Earth, love finds a way.",6.9,6518
47459,Margin Call,3500000,2011-09-28,19504039,Be first. Be smarter. Or cheat.,6.7,5712
47460,August,0,2011-06-09,0,,6.2,6519
47461,Choke,3000000,2008-09-26,3830137,From the author of Fight Club,6.0,6520
47462,Whiplash,3300000,2014-10-10,13092000,The road to greatness can take you to the edge.,8.3,6521
47463,Cidade de Deus,3300000,2002-02-05,30641770,"If you run you're dead... if you stay, you're dead again. Period.",8.1,5546
47464,Human Traffic,600000,1999-06-04,4000000,The Weekend has Landed!,6.8,6522
47465,To Write Love on Her Arms,3400000,2015-03-13,0,Based on the True Story that started a Global Movement.,6.8,6523
47466,The Dead Girl,0,2006-11-07,0,One life ends. Seven others begin.,6.4,6524
47467,Jagten,3800000,2012-08-28,16800000,The lie is spreading.,7.9,6222
47468,A Christmas Story,0,1983-11-18,19294144,"Peace, Harmony, Comfort and Joy... Maybe Next Year.",7.4,5705
47469,Bella,0,2006-09-09,0,One person can change your life forever,6.7,5710
47470,Class of 1984,4300000,1982-08-20,0,Class of 1984. Is this the future?,6.2,5868
47471,Opposite Sex,3300000,2014-11-08,45000,"A battle of the sexes, winner takes all.",4.1,6525
47472,Dreaming of Joseph Lees,2000000,1999-10-29,7,,8.0,6526
47473,Entre les murs,0,2008-09-24,28814580,The dynamics of a multicultural class and its teacher will enlighten.,6.8,6527
47474,Rosemary's Baby,3200000,1968-06-12,33395426,Pray for Rosemary's Baby,7.5,5096
47475,The Man Who Shot Liberty Valance,3200000,1962-04-22,8000000,Together For The First Time - James Stewart - John Wayne - in the masterpiece of four-time Academy Award winner John Ford,7.4,6528
47476,Adam,0,2009-07-29,2277396,A story about two strangers. One a little stranger than the other...,6.9,6529
47477,"María, llena eres de gracia",0,2004-01-18,0,"Based on 10,000 true stories.",6.9,6530
47478,Beginners,3200000,2010-09-11,5332926,This is what love feels like.,6.8,6465
47479,Feast,0,2005-10-14,658573,,6.1,6531
47480,Animal House,2700000,1978-07-27,141000000,It was the Deltas against the rules... the rules lost!,7.0,5217
47481,Goldfinger,2500000,1964-09-17,124881062,Everything he touches turns into excitement!,7.2,6246
47482,Antiviral,2400000,2012-09-19,0,What If You Could Feel Like They Do ...,5.7,6532
47483,It's a Wonderful Life,3180000,1946-12-20,9644124,It's a wonderful laugh! It's a wonderful love!,8.0,6533
47484,Trainspotting,4000000,1996-02-23,16491080,Choose life.,7.8,5222
47485,The Original Kings of Comedy,0,2000-08-18,0,We Got Jokes,6.3,5195
47486,Paranormal Activity 2,3000000,2010-10-20,177512032,In 2009 you demanded it. Nothing can prepare you for what's next.,5.7,6534
47487,Waking Ned,0,1998-09-15,0,How far would you go to win a fortune!,7.4,5367
47488,Bowling for Columbine,4000000,2002-10-09,35564473,One nation under the gun.,7.3,5697
47489,归来,0,2014-05-16,0,,6.9,4945
47490,A Nightmare on Elm Street Part 2: Freddy's Revenge,3000000,1985-10-31,29999213,Someone is coming back to Elm Street!,5.7,6535
47491,A Room with a View,3000000,1985-12-13,20966644,,6.9,5826
47492,The Purge,3000000,2013-05-31,89328627,"One night a year, all crime is legal.",6.0,6057
47493,Sinister,3000000,2012-03-29,77712439,"Once you see him, nothing can save you.",6.7,5004
47494,Martin Lawrence Live: Runteldat,3000000,2002-08-01,19184015,,5.0,6193
47495,Cat on a Hot Tin Roof,3000000,1958-02-17,17570324,Just one pillow on her bed ... and just one desire in her heart!,7.6,6499
47496,Beneath the Planet of the Apes,3000000,1970-05-01,18999718,An army of civilized apes...A fortress of radiation-crazed super humans...Earth's final battle is about to begin - Beneath the atomic rubble of what was once the city of New York!,6.2,6536
47497,Air Bud,3000000,1997-08-01,23144499,He Sits. He Stays. He Shoots. He Scores.,5.3,5371
47498,Pokémon 3: The Movie,16000000,2000-07-08,68411275,Pokémon: Spell of the Unknown,5.9,6537
47499,Friday the 13th Part VI: Jason Lives,3000000,1986-08-01,19472057,Kill or be killed!,5.7,6538
47500,The Bridge on the River Kwai,3000000,1957-10-02,33300000,It spans a whole new world of entertainment!,7.7,5526
47501,Spaced Invaders,3000000,1990-04-27,15369573,,4.7,5234
47502,Family Plot,2000000,1976-04-09,7900000,There’s no body in the family plot.,6.7,5686
47503,The Apartment,3000000,1960-06-15,25000000,"Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!",8.1,6454
47504,Jason Goes to Hell: The Final Friday,3000000,1993-08-13,15938065,Evil has finally found a home.,4.2,6539
47505,Torn Curtain,3000000,1966-07-13,13000000,It tears you apart with suspense!,6.4,5686
47506,Dave Chappelle's Block Party,3000000,2005-09-12,11718595,,6.4,4911
47507,Slow West,0,2015-04-16,229094,Wanted Dead or Dead,6.6,6540
47508,Krush Groove,3000000,1985-10-25,0,It's chillin'!,7.0,6063
47509,Next Day Air,0,2009-02-06,0,,5.3,6541
47510,Elmer Gantry,3000000,1960-06-19,10400000,If there was a dollar to be made - Gantry would make it... If there was a soul to be saved - Gantry would save it...,7.3,6499
47511,Judgment at Nuremberg,3000000,1961-12-01,10000000,The event the world will never forget,7.6,6144
47512,Trippin',0,1999-05-12,9016377,He's a legend in his own mind.,4.5,5882
47513,Red River,3000000,1948-08-26,9012000,Big as the men who faced this challenge! Bold as the women who loved them!,7.3,6542
47514,Phat Girlz,0,2006-01-01,0,,3.7,6543
47515,Before Midnight,3000000,2013-04-05,11176469,Everything's better with maturity.,7.4,5535
47516,Teen Wolf Too,0,1987-11-20,0,High school was easy. But college is a whole different ANIMAL.,3.8,6544
47517,Phantasm II,3000000,1988-07-08,7282851,The ball is back!,6.3,6379
47518,Woman Thou Art Loosed,3000000,2004-09-30,6804016,,5.0,6063
